270,0
271,1
272,0
273,3
274,3
275,3
276,3
277,3
278,3
279,3
280,3
281,3
282,3
283,0
284,1
285,3
286,3
287,3
288,3
289,3
290,2
291,0
292,3
293,3
294,3
295,3
296,3
297,3
298,3
299,3
300,3
301,3
302,3
303,3
304,3
305,3
306,3
307,3
308,3
309,3
310,3
311,3
312,3
313,3
314,3
315,3
316,3
317,3
318,3
319,3
320,3
321,3
322,3
323,3
324,3
325,1
326,3
327,3
328,3
329,3
330,3
331,3
332,3
333,3
334,3
335,3
336,3
337,3
338,3
339,3
340,3
341,3
342,3
343,3
344,1
345,3
346,3
347,3
348,3
349,3
350,3
351,3
352,3
353,3
354,3
355,3
356,3
357,3
358,3
359,3
360,3
361,3
362,2
363,0
364,3
365,3
366,3
367,0
368,3
369,3
370,3
371,3
372,3
373,3
374,3
375,3
376,3
377,3
378,3
379,2
380,3
381,0
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,3
390,3
391,3
392,3
393,3
394,1
395,3
396,3
397,3
398,3
399,3
400,3
401,0
402,3
403,0
404,3
405,3
406,3
407,3
408,3
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,0
417,3
418,3
419,3
420,3
421,3
422,1
423,3
424,3
425,3
426,3
427,3
428,3
429,3
430,3
431,3
432,3
433,3
434,3
435,3
436,3
437,3
438,3
439,3
440,3
441,3
442,3
443,3
444,3
445,3
446,0
447,3
448,3
449,3
450,2
451,3
452,3
453,3
454,3
455,2
456,1
457,3
458,3
459,2
460,0
461,3
462,3
463,3
464,3
465,3
466,0
467,3
468,3
469,3
470,0
471,3
472,3
473,2
474,1
475,3
476,3
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,3
485,3
486,3
487,3
488,3
489,1
490,3
491,3
492,3
493,3
494,3
495,3
496,3
497,3
498,3
499,3
500,3
501,3
502,3
503,3
504,0
505,3
506,3
507,3
508,3
509,3
510,3
511,3
512,3
513,3
514,3
515,3
516,3
517,3
518,3
519,3
520,3
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,1
531,3
532,3
533,3
534,3
535,3
536,3
537,3
538,3
539,3
540,3
541,3
542,3
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,0
551,3
552,3
553,3
554,3
555,3
556,3
557,3
558,3
559,3
560,3
561,3
562,3
563,3
564,3
565,3
566,3
567,3
568,2
569,3
570,3
571,3
572,3
573,3
574,3
575,3
576,3
577,3
578,3
579,3
580,3
581,3
582,3
583,3
584,3
585,3
586,3
587,2
588,3
589,3
590,3
591,3
592,3
593,3
594,3
595,3
596,0
597,3
598,3
599,3
600,3
601,3
602,3
603,3
604,3
605,3
606,3
607,3
608,3
609,0
610,3
611,3
612,3
613,3
614,3
615,3
616,3
617,3
618,3
619,3
620,3
621,3
622,3
623,3
624,3
625,3
626,3
627,3
628,3
629,3
630,3
631,1
632,3
633,3
634,3
635,3
636,3
637,3
638,3
639,3
640,2
641,3
642,3
643,3
644,3
645,2
646,3
647,3
648,3
649,3
650,3
651,3
652,3
653,3
654,3
655,0
656,3
657,3
658,3
659,3
660,3
661,1
662,3
663,3
664,3
665,3
666,3
667,2
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,0
701,3
702,3
703,3
704,1
705,3
706,3
707,1
708,3
709,3
710,3
711,0
712,3
713,3
714,3
715,0
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,2
730,3
731,3
732,3
733,1
734,3
735,3
736,3
737,3
738,3
739,3
740,3
741,3
742,3
743,3
744,3
745,3
746,3
747,3
748,3
749,3
750,3
751,3
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,3
761,3
762,3
763,3
764,3
765,0
766,3
767,3
768,3
769,3
770,3
771,3
772,3
773,2
774,3
775,3
776,1
777,3
778,3
779,3
780,3
781,3
782,0
783,3
784,3
785,3
786,0
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,3
814,3
815,3
816,3
817,0
818,3
819,2
820,3
821,3
822,3
823,3
824,3
825,1
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,3
836,3
837,1
838,3
839,3
840,3
841,3
842,3
843,3
844,3
845,3
846,3
847,3
848,0
849,3
850,3
851,3
852,1
853,3
854,3
855,3
856,3
857,3
858,3
859,3
860,3
861,3
862,3
863,3
864,3
865,3
866,2
867,3
868,3
869,1
870,3
871,3
872,3
873,3
874,2
875,1
876,3
877,3
878,3
879,3
880,3
881,3
882,3
883,3
884,3
885,3
886,3
887,3
888,3
889,3
890,3
891,3
892,3
893,3
894,3
895,3
896,3
897,3
898,3
899,3
900,3
901,3
902,3
903,3
904,3
905,3
906,3
907,0
908,0
909,3
910,3
911,3
912,3
913,3
914,1
915,3
916,2
917,3
918,3
919,3
920,3
921,3
922,3
923,3
924,3
925,3
926,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,3
935,3
936,3
937,1
938,0
939,0
940,3
941,3
942,3
943,3
944,3
945,0
946,3
947,3
948,3
949,1
950,3
951,3
952,3
953,3
954,3
955,1
956,3
957,3
958,3
959,3
960,3
961,3
962,3
963,3
964,1
965,3
966,1
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,3
981,1
982,3
983,3
984,3
985,3
986,3
987,3
988,3
989,2
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,3
998,3
999,3
1000,1
